din	від
care	хто
care	who
care	какой
care	який
care	які
care	яке
care	яка
fost	був
fost	було
fost	були
mai	май
mai	більше
pentru	для
lui	lui
lui	його
sunt	надаються
sit	сайт
dupa	після
dupa	після
ale	ale
ale	ель
lea	леа
prin	крізь
prin	наскрізь
prin	через
prin	передивився
regiunea	ділянку
regiunea	регіон
mare	великий
mare	чудово
mare	великі
mare	велике
mare	велика
mare	великий
mare	біг
mare	море
anul	рік
comuna	спільними
comuna	поширені
comuna	спільне
comuna	загальні
comuna	common
comuna	муніципалітет
comuna	край
comuna	спільними
comuna	поширені
comuna	спільне
comuna	загальні
comuna	common
are	має
externe	зовнішнє
externe	зовнішні
externe	зовнішній
externe	зовнішня
locuitori	мешканці
locuitori	мешканці
locuitori	мешканців
legaturi	лінки
legaturi	посилання
legaturi	посиланнями
legaturi	посилань
legaturi	лінки
legaturi	посилання
legaturi	посиланнями
legaturi	посилань
vezi	подивитися
vezi	див
vezi	бачите
vezi	бачу
vezi	переглянути
dar	але
cod	код
populatie	населення
bucuresti	бухарест
bucuresti	bucuresti
bucuresti	бухарест
bucuresti	бухарест
fiind	проводиться
fiind	будучи
fiind	буття
romania	румунії
romania	румунія
romania	румунії
romania	румунія
jpg	jpg
lista	перелік
lista	list
lista	список
lista	перелік
lista	list
lista	список
ucraina	україна
ucraina	україні
nume	назва
ani	ані
ani	роки
avea	мали
avea	мав
intre	поміж
intre	між
intre	поміж
intre	між
pana	доки
pana	till
pana	поки
pana	доки
pana	до
pana	поки
pana	пера
pana	перо
poate	maybe
poate	можливо
doua	два
doua	дві
doua	двоє
doua	двох
doua	двійка
doua	два
doua	дві
doua	двоє
doua	двох
doua	двійка
rege	кінг
rege	король
rege	цар
sub	під
sub	under
alte	інший
alte	інша
alte	інші
alte	інше
alte	інших
cand	коли
cand	коли
regiune	ділянку
regiune	регіон
anii	роки
parte	частина
judetul	графство
judetul	повіт
judetul	жупанія
judetul	графство
judetul	повіт
judetul	жупанія
centura	пасок
centura	пояс
centura	пояс
dinastia	династія
septembrie	вересня
septembrie	вересні
septembrie	вересень
timp	тайм
timp	час
despre	приблизно
despre	інфо
despre	про
despre	щодо
unde	звідки
unde	де
unde	where
unde	куди
majoritatea	найцікавіше
majoritatea	більшість
majoritatea	більшість
majoritatea	більшістю
densitate	щільність
densitate	щільності
limba	язик
limba	язика
limba	мова
limba	мови
limba	мову
limba	язик
limba	язика
limba	мова
limba	мови
limba	мову
iunie	червня
iunie	червні
iunie	червень
multe	багато
multe	багатьох
prima	перше
prima	перша
prima	перший
prima	високоякісний
prima	преміум
prima	premium
octombrie	жовтень
octombrie	жовтня
octombrie	жовтні
august	серпні
august	серпня
august	серпень
sat	село
sat	сб
sat	сидячи
sat	сіли
sat	сидів
sat	sat
martie	березні
martie	березень
martie	березня
biserica	церква
biserica	костел
biserica	церква
biserica	костел
fisier	файл
fisier	файл
decembrie	грудень
decembrie	грудня
decembrie	грудні
toate	усі
toate	всі
toate	все
toate	всіх
ianuarie	січні
ianuarie	січень
ianuarie	січня
latns	latns
latd	latd
longd	longd
adresa	адреса
adresa	звертайтеся
adresa	адресу
adresa	адреса
adresa	звертайтеся
adresa	адресу
noiembrie	листопаді
noiembrie	листопад
noiembrie	листопада
cum	як
imagine	picture
imagine	зображення
imagine	картинка
imagine	фото
imagine	зображення
statul	стан
statul	держава
lor	своїх
lor	їхньому
lor	свої
lor	їхнє
fie	або
avut	мали
avut	мав
familia	сімейство
familia	сімейний
familia	сімейні
familia	родина
numele	назва
timpul	тайм
timpul	час
nord	північна
nord	норт
nord	північний
nord	північ
nord	nord
principala	головний
principala	основне
principala	головна
principala	головні
principala	головне
principala	головний
principala	основне
principala	головна
principala	головні
principala	головне
sud	південна
sud	південь
sud	південний
aprilie	квітень
aprilie	квітня
aprilie	квітні
erau	були
loc	місце
primul	перше
primul	перша
primul	перший
iulie	липень
iulie	липні
iulie	липня
doar	лише
doar	тільки
doar	просто
doar	щойно
editura	видавець
asteroid	астероїд
asteroid	астероїди
februarie	лютому
februarie	лютий
februarie	лютого
recensamantului	перепис
trei	три
trei	втрьох
trei	трійка
asteroizi	астероїди
lats	лат
longm	longm
latm	latm
discutie	дискусії
discutie	дискусія
discutie	обговорення
discutie	дискусії
discutie	дискусія
discutie	обговорення
discutie	дискусії
discutie	дискусія
discutie	обговорення
franta	франції
franta	франція
franta	францію
franta	франції
franta	франція
franta	францію
franta	франції
franta	франція
franta	францію
partea	частина
mult	багато
mult	сильно
fara	без
fara	без
departamentul	департамент
departamentul	відділ
foarte	дуже
raionul	проході
data	дату
data	дата
data	датою
data	дані
data	data
data	дату
data	дата
data	датою
departament	департамент
departament	відділ
unul	одна
unul	one
unul	одне
unul	один
apoi	потім
apoi	тоді
grup	група
grup	групова
grup	груповий
grup	групу
grup	спільнота
locul	місце
oras	містечко
oras	місто
oras	місто
oras	містечко
oras	місто
oras	місто
oras	містечко
oras	місто
oras	місто
pot	можна
camp	табір
camp	поля
camp	поле
germania	німеччини
germania	німеччині
germania	німеччина
germania	німеччину
face	make
face	зробити
satul	село
national	національна
national	націонал
national	національне
national	національний
national	національні
national	національна
national	націонал
national	національне
national	національний
national	національні
national	національна
national	націонал
national	національне
national	національний
national	національні
note	нотаток
note	нотатки
note	примітки
perioada	строк
perioada	період
perioada	строк
perioada	період
minoritate	меншості
ucraineana	український
ucraineana	українець
ucraineana	українська
cadrul	каркас
cadrul	рамках
general	загальні
general	генерал
general	загальний
general	загальне
razboi	війна
razboi	війна
peste	закінчилося
peste	над
peste	закінчено
peste	закінчилась
peste	риб
peste	риба
peste	рибу
peste	рибка
peste	риби
romana	румунська
romana	роман
romana	романа
afla	дізнатися
afla	вчити
afla	вчитись
afla	навчитися
inceput	почалося
inceput	почалось
inceput	почали
inceput	розпочато
inceput	почався
inceput	почато
inceput	початок
iii	ііі
iii	iii
duce	герцог
duce	дюк
roman	румунська
roman	роман
provincia	провінція
existand	існуюче
existand	існуючий
existand	існуючі
existand	існуючу
vedere	перегляд
vedere	вигляд
vedere	view
vedere	вид
vedere	переглянути
wikipedia	вікіпедія
specie	виді
specie	вид
specie	види
punct	крапка
punct	точка
punct	точку
punct	point
stat	стан
stat	держава
unite	united
unite	юнайтед
moldova	молдова
moldova	молдові
moldova	молдови
file	вкладок
file	вкладки
atunci	потім
atunci	тоді
aceste	ці
secolul	ст
secolul	століття
secolul	century
una	одна
una	one
una	одне
una	один
aceasta	цей
aceasta	ця
life	життя
life	лайф
resedinta	резиденція
resedinta	резиденція
resedinta	резиденція
orasul	місто
orasul	містечко
orasul	місто
orasul	місто
tot	усі
tot	всі
tot	все
tot	всіх
tot	still
tot	ще
tot	надалі
tot	досі
chiar	навіть
chiar	даже
facut	зробила
facut	made
cunoscute	відома
cunoscute	відоме
cunoscute	відомі
film	фільм
film	кіно
film	фільм
film	плівка
vorbitori	спікерів
date	дати
date	дані
date	data
trebuie	мусить
trebuie	має
trebuie	повинен
cunoscuta	відома
cunoscuta	відоме
cunoscuta	відомі
aici	тут
mari	великі
mari	велике
mari	велика
mari	великий
mari	біг
mari	марі
mari	моря
mari	морів
zile	днів
zile	дні
fata	front
fata	спереду
fata	передні
fata	фронт
fata	передній
fata	обличчя
fata	обличчям
fata	face
fata	обличчя
fata	обличчям
fata	face
fata	дівчинка
fata	дівча
fata	дівчина
fata	дівчину
fata	обличчя
fata	обличчям
fata	face
fata	дівчинка
fata	дівча
fata	дівчина
fata	дівчину
fata	обличчя
fata	обличчям
fata	face
fata	обличчя
fata	обличчям
fata	face
club	club
club	клуб
componente	компоненти
componente	компонентів
ulterior	послідовно
est	схід
est	est
nou	нові
nou	нове
nou	нова
nou	новий
nou	створити
ales	обраний
ales	вибрано
ales	вибрана
ales	вибране
ales	вибраний
numai	лише
numai	тільки
ioan	джон
ioan	іоанн
ioan	іван
ioan	йоан
ioan	іоан
ion	іон
rusa	російська
rusa	російською
rusa	російську
rusa	російська
rusa	російською
rusa	російську
isbn	isbn
populatia	населення
populatia	населення
doi	два
doi	дві
doi	двоє
doi	двох
doi	двійка
acelasi	збігається
acelasi	однаковий
acelasi	однакові
acelasi	same
acelasi	самий
membru	член
membru	учасник
membru	учасника
membru	члена
numit	названий
numit	назвали
numit	названо
numit	назвали
numit	викликала
numit	називається
numit	викликали
descrisa	описано
descrisa	описані
oficial	офіційні
oficial	офіційна
oficial	офіційний
oficial	офіційне
oficial	офіційно
nici	ані
impotriva	проти
impotriva	проти
impotriva	проти
desi	хоча
desi	хоча
desi	щоправда
desi	десі
desi	хоча
desi	хоча
desi	щоправда
desi	хоча
desi	хоча
desi	щоправда
saint	святий
saint	saint
saint	сен
impreuna	разом
impreuna	разом
impreuna	разом
specia	виді
specia	вид
specia	види
vest	захід
vest	вест
vest	західний
vest	західні
vest	західна
italia	italia
italia	італії
italia	італія
italia	італію
putin	маленька
putin	маленький
putin	маленькі
putin	путін
putin	путіна
excentricitate	ексцентриситет
inca	still
inca	ще
inca	надалі
