din	nga
care	kush
care	kushe
care	cila
care	cilen
care	cilat
fost	qenë
fost	qene
mai	mai
pentru	për
pentru	per
lui	vet
lui	tij
sunt	je
sunt	janë
sit	sajt
sit	sajti
după	pas
după	mbas
după	pasi
ale	ale
lea	lea
prin	nëpër
prin	përmes
prin	nëpërmjet
regiunea	rajon
regiunea	rajoni
mare	mrekulli
mare	big
mare	madhe
mare	deti
mare	det
mare	detit
anul	viti
anul	vit
comună	përbashkët
are	ka
externe	jashtme
externe	jashtëm
locuitori	banorët
locuitori	banues
locuitori	banorë
locuitori	banoreve
locuitori	banorëve
locuitori	banorët
locuitori	banoret
locuitori	banorë
legături	lidhje
legături	lidhjet
legături	lidhjet
vezi	shikon
vezi	shihni
vezi	shikoni
vezi	shiko
vezi	sheh
dar	por
cod	kodin
cod	kod
cod	kodi
cod	cod
populație	popullsia
populație	popullata
populație	popullsi
bucurești	bukureshti
bucurești	bukuresht
bucurești	bukureshtit
bucurești	bucurești
românia	rumania
românia	rumanisë
românia	romania
românia	rumani
jpg	jpg
lista	lista
lista	listë
ucraina	ukraina
ucraina	ukrainën
ucraina	ukrainë
nume	emri
nume	emrin
nume	emër
ani	ani
ani	vjet
ani	vite
ani	vitet
avea	pasur
avea	kish
avea	kishte
avea	kishin
între	mes
între	midis
până	derisa
până	deri
până	derisa
până	deri
comuna	bashki
comuna	bashkia
comuna	komuna
comuna	komunë
comuna	përbashkët
poate	mbase
poate	ndoshta
poate	mbase
poate	ndoshta
două	dy
rege	mbreti
rege	king
rege	mreti
rege	mbret
sub	nen
sub	nën
alte	tjera
alte	tjetër
când	kur
când	ur
regiune	rajon
regiune	rajoni
anii	vjet
anii	vite
anii	vitet
parte	pjes
parte	pjesa
parte	pjese
parte	pjesë
județul	qark
județul	qarku
județul	qarkun
centura	rryp
centura	rripi
centura	rrip
dinastia	dinastia
septembrie	shtator
septembrie	shtatorin
septembrie	shtatori
timp	radhe
timp	koha
timp	kohe
timp	here
timp	ora
despre	rreth
despre	per
unde	ku
majoritatea	shumicës
majoritatea	shumicë
majoritatea	shumica
majoritatea	shumicën
majoritatea	shumice
densitate	dendësia
limbă	gjuhën
limbă	gjuha
limbă	gjuhë
limbă	gjuhen
limbă	gjuhe
limbă	gjuha
limbă	gjuhën
limbă	gjuhë
iunie	qershor
iunie	qershori
iunie	june
iunie	qershorin
iunie	qeshor
prima	first
octombrie	tetor
octombrie	tetori
august	gusht
august	gushti
august	august
sat	fshat
sat	fshati
sat	sat
martie	marshim
martie	mars
biserica	kishë
biserica	kisha
fișier	skedari
fișier	dosje
fișier	skedar
fișier	file
decembrie	dhjetor
decembrie	dhjetori
decembrie	dhjetorit
decembrie	dhjetorin
toate	krejt
toate	gjith
ianuarie	janari
ianuarie	janar
latns	latns
latd	latd
longd	longd
adresă	adrese
adresă	adresë
adresă	adres
adresă	adresa
adresă	adresën
noiembrie	nentori
noiembrie	nentor
noiembrie	nëntor
noiembrie	nëntori
cum	si
imagine	foto
imagine	foton
imagine	figurë
imagine	imazh
imagine	figura
imagine	imazhi
statul	shtet
statul	shteti
statul	shtetit
lor	tyre
fie	pellumb
avut	pasur
avut	kish
avut	kishte
avut	kishin
familia	familje
familia	familjar
familia	family
familia	familja
numele	emri
numele	emrin
numele	emër
timpul	radhe
timpul	koha
timpul	kohe
timpul	here
timpul	ora
nord	veri
nord	veriut
nord	veriu
nord	nord
principală	kryesore
principală	main
principală	kryesor
sud	jugu
sud	jugut
sud	jug
sud	south
aprilie	april
aprilie	prill
aprilie	prilli
erau	ishin
erau	ishim
erau	shim
erau	ishe
loc	vend
loc	vendi
loc	place
loc	vendë
primul	first
astfel	kësisoj
iulie	korrik
iulie	korriku
doar	vetëm
doar	vetem
doar	vetëm
doar	vetem
doar	thjesht
doar	veq
editura	botues
editura	botuesit
editura	botuesi
asteroid	asteroid
februarie	shkurtit
februarie	shkurt
februarie	shkurti
recensământului	rregjistrimi
listă	lista
listă	listë
trei	tri
trei	treshi
trei	tre
limba	gjuhën
limba	gjuha
limba	gjuhë
limba	gjuhen
limba	gjuhe
limba	gjuha
limba	gjuhën
limba	gjuhë
longm	longm
latm	latm
discuție	diskutim
discuție	diskutime
discuție	diskutimi
discuție	diskutimet
franța	francë
franța	franca
franța	france
partea	pjes
partea	pjesa
partea	pjese
partea	pjesë
mult	shume
fără	pa
departamentul	departamenti
departamentul	departament
foarte	shum
foarte	shumë
foarte	shume
data	datë
data	date
data	data
data	takim
departament	departamenti
departament	departament
unul	një
unul	njera
unul	nje
unul	one
apoi	pastaj
apoi	atëherë
apoi	atehere
grup	grup
grup	grupin
grup	grupi
locul	vend
locul	vendi
locul	place
locul	vendë
oraș	qyteti
oraș	qytet
oraș	qytezë
oraș	qyteza
oraș	qyteti
oraș	city
oraș	qytet
pot	mund
pot	mundet
pot	mundesh
pot	munden
pot	muj
camp	kampi
camp	kamp
germania	gjermania
germania	gjermani
germania	germany
face	make
satul	fshat
satul	fshati
național	national
național	kombëtare
note	shënime
note	shënimet
perioada	periudha
perioada	periudhë
minoritate	pakicën
minoritate	pakicave
minoritate	pakice
minoritate	pakicë
minoritate	pakica
ucraineană	ukrainas
cadrul	kornizë
cadrul	kuadri
general	gjeneral
general	gjenerali
general	përgjithshëm
general	general
război	lufte
război	luft
război	lufta
război	luftë
peste	over
peste	mbi
română	rumun
română	rumune
află	meso
află	mëso
află	mësoni
început	nisi
început	filloi
început	filluan
început	filluam
început	fillimi
început	fillim
iii	iii
duce	duku
duce	duk
duce	duka
duce	dukë
român	rumun
român	rumune
provincia	krahina
provincia	provinca
provincia	provincë
existând	ekzistuese
existând	ekzistues
vedere	pamje
vedere	pamja
vedere	paraqitja
wikipedia	wikipedia
specie	specie
punct	pika
punct	pikë
stat	shtet
stat	shteti
stat	shtetit
unite	united
moldova	moldavi
moldova	moldavia
file	skedat
atunci	pastaj
atunci	atëherë
atunci	atehere
aceste	kto
aceste	keto
aceste	këto
aceste	keta
secolul	shekull
secolul	shekulli
una	një
una	njera
una	nje
una	one
aceasta	këtë
aceasta	ky
aceasta	kjo
aceasta	kete
life	jetë
life	jeta
life	jete
reședință	vendbanim
reședință	rezidenca
reședință	vendbanimi
orașul	qyteti
orașul	city
orașul	qytet
tot	krejt
tot	gjith
tot	akoma
tot	ende
chiar	madje
chiar	edhe
făcut	made
cunoscute	dihet
cunoscute	njohur
cunoscute	njihet
film	filmi
film	film
film	filmi
film	film
perioadă	periudha
perioadă	periudhë
vorbitori	folësit
vorbitori	kryetarët
date	datat
trebuie	duhet
trebuie	must
cunoscută	dihet
cunoscută	njohur
cunoscută	njihet
decât	se
aici	ketu
aici	ktu
aici	ja
aici	këtu
mari	big
mari	madhe
mari	meri
mari	mari
zile	ditëve
zile	ditet
zile	ditë
zile	ditët
față	front
față	fronti
față	frontin
față	fytyrën
față	surrat
față	face
față	fytyra
club	klub
club	club
club	klubi
componente	elementë
componente	komponentët
est	lindja
est	lindje
est	est
nou	re
nou	reja
nou	ri
nou	new
numai	vetëm
numai	vetem
având	duke
ioan	gjoni
ioan	xhon
ioan	john
ioan	gjon
ioan	ioan
ion	jon
rusă	rus
rusă	rusisht
rusă	ruse
isbn	isbn
populația	popullsia
populația	popullata
populația	popullsi
doi	dy
același	same
același	njëjtë
același	njesoj
același	njejt
același	njësoj
membru	pjesëtar
membru	anëtar
membru	antare
membru	antar
dată	datë
dată	date
dată	data
dată	takim
numit	thirri
numit	thirren
descrisă	përshkruar
descrisă	përshkruhet
oficial	zyrtar
oficial	official
oficial	zyrtare
oficial	zyrtarisht
nici	as
nici	as
nici	nor
împotriva	kundra
împotriva	kundër
deși	megjithëse
deși	ndonse
deși	megjithese
deși	ndonëse
deși	edhepse
deși	ndonese
deși	ndonse
deși	ndonëse
deși	megjithëse
saint	shën
saint	sent
saint	saint
saint	shenjtor
împreună	bashk
împreună	sëbashku
împreună	bashkë
împreună	bashke
împreună	sebashku
specia	specie
vest	perëndimi
vest	west
vest	perendimi
vest	perëndim
vest	perendim
vest	perëndimore
vest	perëndimore
vest	perëndimor
vest	perendimi
italia	italia
italia	italy
italia	itali
puțin	little
puțin	pak
încă	akoma
încă	ende
descoperit	zbulohet
descoperit	zbuluar
descoperit	zbulohet
înainte	përpara
înainte	perpara
înainte	përpara
înainte	perpara
înainte	para
lemn	druri
lemn	dru
noi	re
noi	reja
noi	ri
noi	new
nicolae	nikolas
nicolae	nicholas
nicolae	nikolla
națională	national
națională	kombëtare
subspecii	subspecies
statele	shtetet
statele	shteteve
statele	shtete
roman	romani
roman	roman
roman	romake
roman	romak
roman	roman
roman	romani
roman	novela
roman	romanin
drept	drejt
drept	drejtë
mod	modalitetin
mod	modaliteti
mod	mod
american	amerikani
american	amerikan
american	american
american	amerikane
fiecare	gjdo
fiecare	qdo
fiecare	cdo
fiecare	çdo
fiecare	secili
fiecare	secila
prezent	prezente
prezent	pranishëm
prezent	prezent
casa	shtëpia
casa	shpi
casa	shtepi
casa	shtëpi
casa	shpija
casa	shpia
acestea	kto
acestea	keto
acestea	këto
acestea	keta
categorie	kategoria
categorie	kategori
categorie	kategorinë
categorie	kategorisë
text	teksti
text	tekst
cluj	kluzh
bine	paçi
bine	mire
bine	mirë
http	http
site	sajt
site	sajti
articole	artikujt
articole	artikuj
articole	nenet
articole	elementët
articole	objekte
articole	elementë
articole	sende
alexandru	aleksandri
alexandru	aleksandër
alexandru	aleksander
alexandru	alexander
unele	disa
milioane	milionë
milioane	million
milioane	miliona
apă	uje
apă	uj
apă	uji
apă	ujë
doua	dy
iași	iaşi
țară	shtet
țară	shteti
țară	vend
țară	vendi
sate	fshatrat
târziu	vone
târziu	vonë
istoria	historia
istoria	histori
maria	maria
cunoscut	dihet
cunoscut	njohur
cunoscut	njihet
patru	katër
republica	republika
republica	republikë
râul	lume
râul	lumë
râul	lumi
râul	lum
formată	formohet
formată	formuan
formată	formuar
paris	parisi
paris	paris
gheorghe	xhorxh
gheorghe	jorgo
gheorghe	xhorxhi
gheorghe	george
tip	tipi
tip	djal
tip	guy
tip	lloji
tip	tip
premiul	cmimi
premiul	çmim
putea	mund
putea	mundet
persoane	personat
persoane	popull
persoane	njerëz
persoane	njerez
persoane	personat
persoane	njerëzit
persoane	njerzit
constantin	konstantin
constantin	konstandin
etc	etj
exemplu	shembull
descriere	titull
descriere	përshkrimi
george	xhorxh
george	jorgo
george	xhorxhi
george	george
articol	artikull
articol	artikulli
articol	neni
născut	lindur
născut	lindë
născut	lind
numărul	numer
numărul	numri
numărul	numër
numărul	numrin
comitatul	qark
comitatul	qarku
comitatul	qarkun
harta	harta
harta	hartën
harta	hartë
harta	harte
harta	map
john	gjoni
john	xhon
john	john
john	gjon
jos	poshtë
jos	poshte
jos	posht
marea	deti
marea	det
marea	detit
deoarece	sepse
localitate	lokalitetin
aproape	pothuajse
aproape	pothuaj
aproape	thuajse
scris	shkruar
raport	raporti
raport	report
raport	raport
echipa	skuadër
echipa	skuadra
echipa	skuader
echipa	skuader
echipa	skuadër
echipa	ekipi
echipa	skuadra
echipa	ekipa
echipa	ekip
diferite	ndyshe
diferite	ndryshe
diferite	ndryshëm
diferite	ndryshme
baza	baza
baza	bazë
special	veçantë
special	special
special	speciale
valea	valea
valea	valley
valea	lugina
valea	luginë
comune	përbashkët
ele	ato
ele	ata
stadium	stadiumi
stadium	stadium
svg	svg
zona	zonë
zona	zona
zona	zone
zona	zona
zona	zonë
dat	jepen
dat	dhene
dat	dhënë
dat	dhën
slovenia	slovenia
slovenia	sllovenia
slovenia	slloveni
americii	amerika
americii	amerikë
americii	amerik
satului	fshat
satului	fshati
împărat	perandori
împărat	perandor
localitatea	lokalitetin
resedinta	vendbanim
resedinta	rezidenca
resedinta	vendbanimi
viața	jetë
viața	jeta
viața	jete
bun	paçi
bun	mire
bun	mirë
cet	cet
format	formohet
format	formuan
format	formuar
format	formati
format	format
primit	mori
președinte	presidentja
președinte	presidentin
președinte	presidenti
președinte	president
președinte	presidente
președinte	kryetar
președinte	kryetari
lângă	afer
lângă	prane
lângă	afër
lângă	near
lângă	pranë
oameni	popull
oameni	njerëz
oameni	njerez
oameni	personat
oameni	njerëzit
oameni	njerzit
istoric	historik
istoric	historike
istoric	historiani
istoric	historian
istoric	historik
istoric	historike
istoric	historia
istoric	histori
suprafață	siperfaqe
suprafață	sipërfaqe
suprafață	sipërfaqes
suprafață	zona
suprafață	zonë
europa	europe
europa	europa
europa	europë
europa	evropa
europa	evropë
universitatea	university
universitatea	universitet
universitatea	universiteti
team	skuader
team	skuadër
team	ekipi
team	skuadra
team	ekipa
team	ekip
copii	femije
copii	fëmijë
copii	fëmijët
copii	femij
copii	femije
copii	femijet
copii	fëmijë
copii	fëmijët
copii	femij
aproximativ	përafërt
aproximativ	afërsisht
aproximativ	përafërsisht
aproximativ	afersisht
aproximativ	afërsisht
lucru	gje
lucru	gjë
lucru	send
lucru	pune
lucru	punet
lucru	puna
lucru	puno
lucru	punë
lucru	pun
cazul	case
cazul	rast
cazul	rest
cazul	rasti
români	rumun
români	rumune
români	rumunë
români	rumunëve
români	rumunët
folosit	përdorur
folosit	përdoret
orice	ndonjë
orice	çdo
clubnat	clubnat
ibn	ibn
mihai	mihai
mihai	majkell
mihai	michael
mihai	majkëll
mihai	majkëlli
acum	tash
acum	tani
recensământul	rregjistrimi
centrul	qendra
centrul	qendër
centrul	qendra
centrul	qendër
reprezintă	prezanton
reprezintă	përfaqëson
reprezintă	perfaqeson
reprezintă	përfaqësojnë
reprezintă	përfaqësojë
san	san
teritoriul	territor
teritoriul	territorin
teritoriul	territori
van	furgoni
van	furgon
van	van
ungaria	hungari
ungaria	hungaria
ungaria	hungarinë
ungaria	hungarisë
număr	numer
număr	numri
număr	numër
număr	numrin
cauza	kauzë
cauza	shkaku
cauza	sepse
bulgaria	bullgaria
bulgaria	bullgari
bulgaria	bulgaria
engleză	anglisht
engleză	anglez
serie	seritë
serie	seria
serie	seri
sua	usa
sua	shba
vechi	vjeter
vechi	vjetër
vechi	old
reședința	vendbanim
reședința	rezidenca
reședința	vendbanimi
munții	maleve
munții	male
munții	malet
limbi	gjuhët
limbi	gjuhë
fel	lloji
apelor	ujrat
apelor	ujërat
